"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Detroit Rock City ",95,"Adam Rifkin",89,"Natasha Lyonne",1000,"Lin Shaye",852,"Shannon Tweed",322,42,194,30682,2518,0,"band|concert|high school|kiss|teenager",0,"Color","Comedy|Music",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0165710/?ref_=fn_tt_tt_1",4193025,1.5e+07,6.8
"The Great Raid ",132,"John Dahl",131,"James Franco",11000,"Clayne Crawford",298,"Paolo Montalban",242,81,183,18209,12133,0,"american|lieutenant colonel|mission|rescue|soldier",0," Black and White","Action|Drama|War",2005,"Filipino","USA","R",2.35,"http://www.imdb.com/title/tt0326905/?ref_=fn_tt_tt_1",10166502,8e+07,6.7
"Escape from L.A. ",101,"John Carpenter",0,"Steve Buscemi",12000,"Valeria Golino",898,"Michelle Forbes",764,104,227,54021,15935,0,"escape|island|los angeles california|machismo|president's daughter",0,"Color","Action|Adventure|Sci-Fi|Thriller",1996,"English","USA","R",2.35,"http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1",25407250,5e+07,5.7
"Vampires Suck ",82,"Jason Friedberg",82,"Diedrich Bader",759,"Dave Foley",401,"Anneliese van der Pol",354,122,187,39095,2898,16000,"cat|friend|love|sheriff|teenager",7,"Color","Comedy",2010,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1",36658108,2e+07,3.5
"Idlewild ",121,"Bryan Barber",16,"Cicely Tyson",907,"Faizon Love",585,"Bobb'e J. Thompson",526,81,91,4603,3633,489,"gangster|playing piano|song and dance|speakeasy|written and directed by cast member",4,"Color","Crime|Drama|Musical|Romance",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1",12549485,1.5e+07,6.2
"A Bridge Too Far ",175,"Richard Attenborough",0,"Ryan O'Neal",385,"Dirk Bogarde",232,"Wolfgang Preiss",14,56,210,40277,669,0,"airborne troops|allies|operation market garden|panzer|paratrooper",14," Black and White","Drama|History|War",1977,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1",50800000,2.6e+07,7.4
"Kansas City ",116,"Robert Altman",500,"Steve Buscemi",12000,"Jennifer Jason Leigh",1000,"Miranda Richardson",530,31,44,3536,14579,228,"1930s|election|female frontal nudity|kansas city|politician",2,"Color","Crime|Drama|Music|Thriller",1996,"English","France","R",1.85,"http://www.imdb.com/title/tt0116745/?ref_=fn_tt_tt_1",1292527,1.9e+07,6.3
"From Russia with Love ",115,"Terence Young",92,"Robert Shaw",559,"Daniela Bianchi",201,"Lois Maxwell",177,167,358,89403,1456,0,"assassin|british agent|british secret service|decoder|russian",0,"Color","Action|Adventure|Thriller",1963,"English","UK","Approved",1.37,"http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1",24800000,2e+06,7.5
"My Best Friend's Wedding ",105,"P.J. Hogan",29,"Julia Roberts",8000,"Christopher Masterson",1000,"Rupert Everett",692,84,169,98199,12344,0,"best friend|chick flick|male female friendship|promise|wedding",1,"Color","Comedy|Romance",1997,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1",126805112,4.6e+07,6.3
"Hancock ",102,"Peter Berg",532,"Will Smith",10000,"Charlize Theron",9000,"Eddie Marsan",979,318,590,343648,21584,0,"bully comeuppance|destruction|prison|superhero|tough girl",0,"Color","Action|Drama",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1",227946274,1.5e+08,6.4
"Alien ",116,"Ridley Scott",0,"Tom Skerritt",1000,"Yaphet Kotto",581,"Bolaji Badejo",513,392,1110,563827,2524,23000,"alien|creature|future|outer space|spaceship",0,"Color","Horror|Sci-Fi",1979,"English","UK","R",2.35,"http://www.imdb.com/title/tt0078748/?ref_=fn_tt_tt_1",78900000,1.1e+07,8.5
"The Women ",114,"Diane English",15,"Jada Pinkett Smith",851,"Debi Mazar",680,"Debra Messing",650,124,125,16582,3485,0,"beauty salon|divorce|fashion|new york|perfume",4,"Color","Comedy|Drama",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1",26896744,16500000,4.9
"One Day ",107,"Lone Scherfig",92,"Anne Hathaway",11000,"Jim Sturgess",5000,"Rafe Spall",358,221,181,106111,17627,49000,"23 year time span|accidental death|best friend|loss of loved one|male female friendship",0,"Color","Drama|Romance",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1",13766014,1.5e+07,7
"How to Be Single ",110,"Christian Ditter",11,"Alison Brie",2000,"Damon Wayans Jr.",756,"Nicholas Braun",591,148,83,39440,4882,15000,"motor scooter|new york city|newborn baby|scooter|single",4,"Color","Comedy|Romance",2016,"English","USA","R",2.35,"http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1",46813366,3.8e+07,6.1
"Trucker ",90,"James Mottern",7,"Jimmy Bennett",87000,"Joey Lauren Adams",781,"Matthew Lawrence",711,46,22,2792,89263,371,"cancer|cigarette smoking|hospital|one night stand|trucker",3,"Color","Drama",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1",52166,2e+06,6.7
"Righteous Kill ",101,"Jon Avnet",50,"Robert De Niro",22000,"Al Pacino",14000,"50 Cent",1000,198,248,73368,38809,0,"blood splatter|execution|new york city|nypd|serial killer",2,"Color","Action|Crime|Drama|Mystery|Thriller",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1",40076438,6e+07,6
"Rent ",135,"Chris Columbus",0,"Rosario Dawson",3000,"David Fine",1000,"Jesse L. Martin",715,146,754,41685,5917,3000,"aids|hiv positive|lawyer|new york city|roommate",1,"Color","Drama|Musical|Romance",2005,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1",29077547,4e+07,7
"Romeo + Juliet ",120,"Baz Luhrmann",1000,"Leonardo DiCaprio",29000,"Harold Perrineau",1000,"Brian Dennehy",954,106,506,167750,33791,10000,"hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers",2,"Color","Drama|Romance",1996,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1",46338728,14500000,6.8
"The Assassin ",105,"Hsiao-Hsien Hou",141,"Qi Shu",1000,"Chen Chang",103,"Satoshi Tsumabuki",56,205,87,9427,1172,0,"black magic|china|love|refusal to kill|wuxia",1,"Color","Action|Drama",2015,"Mandarin","Taiwan","Not Rated",1.37,"http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1",613556,1.5e+07,6.4
"The Invasion ",99,"Oliver Hirschbiegel",101,"Roger Rees",1000,"Veronica Cartwright",422,"Jeremy Northam",327,232,273,65037,2323,0,"alien|epidemic|psychiatrist|space shuttle|virus",2,"Color","Sci-Fi|Thriller",2007,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0427392/?ref_=fn_tt_tt_1",15071514,8e+07,5.9
"Miracle at St. Anna ",160,"Spike Lee",0,"Joseph Gordon-Levitt",23000,"Omari Hardwick",1000,"Laz Alonso",826,158,182,15697,26982,0,"boy|german soldier|partisan|trapped|village",0,"Color","Action|Crime|Drama|Thriller|War",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1",7916887,4.5e+07,6
"Interstellar ",169,"Christopher Nolan",22000,"Matthew McConaughey",11000,"Anne Hathaway",11000,"Mackenzie Foy",6000,712,2725,928227,31488,349000,"black hole|father daughter relationship|saving the world|space travel|wormhole",1,"Color","Adventure|Drama|Sci-Fi",2014,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1",187991439,1.65e+08,8.6
"Cruel Intentions ",97,"Roger Kumble",16,"Sarah Michelle Gellar",4000,"Sean Patrick Thomas",656,"Eric Mabius",637,101,749,149222,6223,0,"bet|revenge|seduction|virgin|wager",3,"Color","Drama|Romance",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0139134/?ref_=fn_tt_tt_1",38201895,10500000,6.9
"Witchboard ",98,"Kevin Tenney",85,"Kathleen Wilhoite",265,"Tawny Kitaen",194,"Rose Marie",186,65,74,4288,901,0,"evil spirit|hatchet|ouija|ouija board|psychopathic killer",1,"Color","Horror|Mystery|Thriller",1986,"English","UK","R",1.85,"http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1",7369373,2e+06,5.7
"Annie Hall ",93,"Woody Allen",11000,"Woody Allen",11000,"Carol Kane",636,"Shelley Duvall",629,154,491,192940,12691,0,"breaking the fourth wall|comedian|jewish|neurosis|singer",0,"Color","Comedy|Romance",1977,"English","USA","PG",1.37,"http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1",39200000,4e+06,8.1
"Men in Black 3 ",106,"Barry Sonnenfeld",188,"Will Smith",10000,"Michael Stuhlbarg",816,"Nicole Scherzinger",718,451,341,268154,12572,40000,"alien|criminal|m.i.b.|maximum security prison|prison",1,"Color","Action|Adventure|Comedy|Family|Fantasy|Sci-Fi",2012,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1409024/?ref_=fn_tt_tt_1",179020854,2.25e+08,6.8
"Poltergeist ",120,"Tobe Hooper",365,"Heather O'Rourke",887,"Zelda Rubinstein",770,"Craig T. Nelson",723,223,321,105448,3876,11000,"ghost|haunted|haunting|house|paranormal investigator",0,"Color","Fantasy|Horror",1982,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1",76600000,10700000,7.4
"Robin Hood: Prince of Thieves ",155,"Kevin Reynolds",58,"Alan Rickman",25000,"Morgan Freeman",11000,"Michael Wincott",720,67,322,145257,38518,0,"balladeer|crusades|england|king|modern minstrel",0,"Color","Action|Adventure|Drama|Romance",1991,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1",165500000,4.8e+07,6.9
"Boyhood ",165,"Richard Linklater",0,"Ellar Coltrane",230,"Lorelei Linklater",193,"Libby Villari",127,548,836,266020,673,92000,"12 year time span|coming of age|domestic abuse|growing up|separated parents",0,"Color","Drama",2014,"English","USA","R",1.85,"http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1",25359200,4e+06,8
"Dance Flick ",88,"Damien Dante Wayans",82,"Damon Wayans Jr.",756,"Essence Atkins",713,"Chris Elliott",571,83,50,10161,4378,657,"african american|dance|overalls|parody|rap",0,"Color","Action|Comedy|Music",2009,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1153706/?ref_=fn_tt_tt_1",25615792,2.5e+07,3.5
"Saw V ",95,"David Hackl",43,"Julie Benz",3000,"Costas Mandylor",723,"Scott Patterson",357,160,262,88529,5286,0,"blood splatter|jigsaw|nazi|serial killer|swastika tattoo",0,"Color","Horror|Mystery",2008,"English","USA","R",1.85,"http://www.imdb.com/title/tt1132626/?ref_=fn_tt_tt_1",56729973,10800000,5.8
"Crossroads ",93,"Tamra Davis",33,"Britney Spears",1000,"Katherine Boecher",188,"Dave Allen",135,111,578,34219,1531,0,"audition|friendship|graduation|high school graduation|love",1,"Color","Comedy|Drama",2002,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1",37188667,1.2e+07,3.3
"Thor: The Dark World ",112,"Alan Taylor",230,"Chris Hemsworth",26000,"Natalie Portman",20000,"Anthony Hopkins",12000,486,532,414070,59803,63000,"arrest|portal|thor|warrior|weapon",3,"Color","Action|Adventure|Fantasy",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1",206360018,1.7e+08,7.1
"The Ghastly Love of Johnny X ",106,"Paul Bunnell",5,"Kate Maberly",416,"Kevin McCarthy",403,"Paul Williams",356,94,19,344,1611,655,"1950s|independent film|outlaw|trial",2," Black and White","Comedy|Fantasy|Musical|Sci-Fi",2012,"English","USA","Not Rated",2.35,"http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1",2436,2e+06,5.7
"Red Planet ",106,"Antony Hoffman",14,"Bob Neill",2,"Val Kilmer",0,"Tom Sizemore",0,145,348,47612,2,995,"astronaut|mars|robot|robot as menace|survival",1,"Color","Action|Sci-Fi|Thriller",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0199753/?ref_=fn_tt_tt_1",17473245,7e+07,5.7
"X-Men ",104,"Bryan Singer",0,"Hugh Jackman",20000,"Tyler Mane",764,"Bruce Davison",505,290,1401,452928,21397,0,"first part|mutant|professor|superhero|superhero team",0,"Color","Action|Adventure|Sci-Fi",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0120903/?ref_=fn_tt_tt_1",157299717,7.5e+07,7.4
"Beerfest ",110,"Jay Chandrasekhar",422,"Chris Moss",33000,"Owain Yeoman",459,"Jay Chandrasekhar",422,91,177,54710,35345,0,"beer|competition|germany|oktoberfest|prostitute",2,"Color","Comedy",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1",19179969,17500000,6.3
"In the Name of the King: A Dungeon Siege Tale ",156,"Uwe Boll",892,"Jason Statham",26000,"Mike Dopud",368,"Tania Saulnier",102,140,368,38398,26564,0,"farmer|king|krug|rescue|wizard",3,"Color","Action|Adventure|Fantasy|Thriller",2007,"English","Germany","PG-13",2.35,"http://www.imdb.com/title/tt0460780/?ref_=fn_tt_tt_1",4535117,6e+07,3.8
"Mr 3000 ",104,"Charles Stone III",30,"Bernie Mac",1000,"Chris Noth",962,"Paul Sorvino",635,63,63,12164,4462,491,"baseball|baseball movie|cartoon on tv|dodge viper|retirement",1,"Color","Comedy|Drama|Romance|Sport",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1",21800302,3e+07,5.5
"The Imaginarium of Doctor Parnassus ",123,"Terry Gilliam",0,"Andrew Garfield",10000,"Lily Cole",785,"Verne Troyer",645,292,210,126307,11769,19000,"birthday|bridge|midget|rescue|sideshow",1,"Color","Adventure|Fantasy|Mystery",2009,"English","UK","PG-13",1.85,"http://www.imdb.com/title/tt1054606/?ref_=fn_tt_tt_1",7689458,4e+07,6.8
"The Greatest Story Ever Told ",225,"George Stevens",126,"Martin Landau",940,"Carroll Baker",208,"José Ferrer",202,27,100,6484,1934,1000,"70mm film|biblical epic|faith|jewish|king herod",6,"Color","Biography|Drama|History",1965,"English","USA","G",2.76,"http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1",8000000,2e+07,6.6
"Herbie Fully Loaded ",101,"Angela Robinson",23,"Scoot McNairy",660,"Thomas Lennon",651,"Cheryl Hines",541,117,168,36431,2177,1000,"automobile racing|car|mechanic|nascar|street racing",1,"Color","Adventure|Comedy|Family|Fantasy|Romance|Sport",2005,"English","USA","G",1.85,"http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1",66002004,5e+07,4.7
"The Crocodile Hunter: Collision Course ",90,"John Stainton",0,"Steve Irwin",477,"Aden Young",238,"Steve Bastoni",234,61,106,5663,1483,332,"cia|crocodile|satellite|snake|spider",0,"Color","Action|Adventure|Comedy|Family",2002,"English","Australia","PG",2.35,"http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1",28399192,1.3e+07,5.4
"Find Me Guilty ",125,"Sidney Lumet",0,"Peter Dinklage",22000,"Vin Diesel",14000,"Alex Rocco",968,94,108,28068,37606,0,"court|drugs|judge|mafia|mobster",2,"Color","Biography|Comedy|Crime|Drama",2006,"English","Germany","R",1.85,"http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1",1172769,1.3e+07,7.1
"Black Mass ",123,"Scott Cooper",108,"Johnny Depp",40000,"Benedict Cumberbatch",19000,"Adam Scott",3000,391,289,115216,63769,44000,"based on true story|boston massachusetts|fbi agent|gangster|true crime",7,"Color","Biography|Crime|Drama",2015,"English","USA","R",2.35,"http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1",62563543,5.3e+07,7
"The Road ",111,"John Hillcoat",214,"Viggo Mortensen",10000,"Charlize Theron",9000,"Robert Duvall",3000,355,504,177401,23566,32000,"apocalypse|boy|food|pistol|survival",2,"Color","Adventure|Drama",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt0898367/?ref_=fn_tt_tt_1",56692,2.5e+07,7.3
"Exodus: Gods and Kings ",150,"Ridley Scott",0,"Christian Bale",23000,"María Valverde",893,"Ben Mendelsohn",748,314,657,128682,26490,51000,"egypt|exodus|moses|pharaoh|plague",0,"Color","Action|Adventure|Drama",2014,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1",65007045,1.4e+08,6.1
"Crank: High Voltage ",96,"Mark Neveldine",83,"Jason Statham",26000,"Clifton Collins Jr.",968,"David Carradine",926,150,223,112516,30541,0,"artificial heart|heart|horse penis|prostitute|stripper",0,"Color","Action|Crime|Sci-Fi|Thriller",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1",13630226,2e+07,6.2
"Thunderball ",130,"Terence Young",92,"Desmond Llewelyn",244,"Earl Cameron",189,"Lois Maxwell",177,129,275,82073,1164,0,"domino|fiery redhead|nassau|official james bond series|underwater battle",1,"Color","Action|Adventure|Thriller",1965,"English","UK","Approved",2.35,"http://www.imdb.com/title/tt0059800/?ref_=fn_tt_tt_1",63600000,9e+06,7
"Kevin Hart: Let Me Explain ",75,"Leslie Small",15,"David Jason Perez",1000,"La'Princess Jackson",309,"Dana Hanna",36,26,30,6062,1385,0,"lying|montreal|reference to twitter|reference to youtube|toronto",0,"Color","Comedy|Documentary",2013,"English","USA","R",1.85,"http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1",32230907,2500000,6.7
"Pirates of the Caribbean: On Stranger Tides ",136,"Rob Marshall",252,"Johnny Depp",40000,"Sam Claflin",11000,"Stephen Graham",1000,448,484,370704,54083,58000,"blackbeard|captain|pirate|revenge|soldier",4,"Color","Action|Adventure|Fantasy",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1298650/?ref_=fn_tt_tt_1",241063875,2.5e+08,6.7
"Agent Cody Banks 2: Destination London ",100,"Kevin Allen",8,"Daniel Roebuck",1000,"Frankie Muniz",934,"David Kelly",588,55,44,11092,3742,167,"chase|evil scientist|gadget|mind control|tough girl",4,"Color","Action|Adventure|Comedy|Family|Romance|Sci-Fi",2004,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1",23222861,2.6e+07,4.5
"The Skulls ",106,"Rob Cohen",357,"Paul Walker",23000,"Leslie Bibb",1000,"William Petersen",883,102,193,26846,26652,0,"college|friend|ivy league|secret society|suicide",0,"Color","Action|Crime|Drama|Thriller",2000,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0192614/?ref_=fn_tt_tt_1",35007180,1.5e+07,5.6
"Gosford Park ",131,"Robert Altman",500,"Kristin Scott Thomas",1000,"Bob Balaban",559,"Tom Hollander",555,187,651,65201,3261,0,"country house|murder|producer|servant|shooting party",0,"Color","Drama|Mystery",2001,"English","UK","R",2.35,"http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1",41300105,19800000,7.3
"Jab Tak Hai Jaan ",176,"Yash Chopra",147,"Shah Rukh Khan",8000,"Katrina Kaif",3000,"Vic Waghorn",1000,50,286,42296,13762,12000,"accident|army|bomb|indian army|love",4,"Color","Drama|Romance",2012,"Hindi","India","Not Rated",2.35,"http://www.imdb.com/title/tt2176013/?ref_=fn_tt_tt_1",3047539,7217600,6.9
"Silent Hill: Revelation 3D ",95,"Michael J. Bassett",83,"Radha Mitchell",991,"Deborah Kara Unger",494,"Martin Donovan",206,173,220,49888,2173,25000,"18th birthday|alternate reality|introduction|nightmare|on the run",0,"Color","Adventure|Drama|Horror|Mystery|Thriller",2012,"English","France","R",2.35,"http://www.imdb.com/title/tt0938330/?ref_=fn_tt_tt_1",17529157,2e+07,5
"Lady in White ",118,"Frank LaLoggia",7,"Alex Rocco",968,"Lukas Haas",733,"Katherine Helmond",339,130,69,4695,2545,0,"1960s|boy|ghost|murder|small town",0,"Color","Fantasy|Horror|Mystery|Thriller",1988,"English","USA","R",1.85,"http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1",1705139,4700000,6.7
"Desert Dancer ",104,"Richard Raymond",10,"Tom Cullen",507,"Reece Ritchie",236,"Marama Corlett",196,31,10,1177,1281,0,"dance|dancer|dancing|desert|iran",0,"Color","Biography|Drama",2014,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt2403393/?ref_=fn_tt_tt_1",143653,4e+06,6
"Dracula 2000 ",99,"Patrick Lussier",71,"Gerard Butler",18000,"Danny Masterson",1000,"Jeri Ryan",1000,122,365,27378,23344,0,"dracula|gothic|painting|rescue|van helsing",0,"Color","Action|Fantasy|Horror|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0219653/?ref_=fn_tt_tt_1",33000377,2.8e+07,4.9
"The Damned United ",98,"Tom Hooper",0,"Stephen Graham",1000,"Mark Bazeley",54,"Maurice Roëves",27,145,75,32307,1163,0,"cup|derby county|flashback|football|leeds united",2,"Color","Biography|Drama|Sport",2009,"English","UK","R",1.85,"http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1",449558,1e+07,7.6
"The Incredible Burt Wonderstone ",100,"Don Scardino",35,"Steve Buscemi",12000,"Olivia Wilde",10000,"Steve Carell",7000,260,158,60596,32094,13000,"magic|magic kit|magician|stage magician|vegas",4,"Color","Comedy",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0790628/?ref_=fn_tt_tt_1",22525921,3e+07,5.9
"Semi-Pro ",99,"Kent Alterman",3,"Will Ferrell",8000,"Maura Tierney",509,"Matt Walsh",490,164,119,67005,10026,0,"flint michigan|merger|michigan|nba|team",3,"Color","Comedy|Sport",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1",33472850,5.5e+07,5.8
